video_id,titulo,data_publicacao,descricao,visualizacoes,curtidas,comentarios,channel_id,channel_title,url,data_coleta,politico,partido,cargo
VQcV1O2j-60,Presidente Lula visita o Instituto Nacional de Pesquisas Espaciais,2026-08-07T20:29:02Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",33941,4073,190,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=VQcV1O2j-60,2026-08-12,Lula,PT,Presidente
y7HczRhZjMk,Vamos juntos pelo Brasil,2026-08-07T19:16:16Z,"Pelos trabalhadores. Pelas famílias. Pelas mulheres. Pelos jovens. Por nossa soberania.

Vamos juntos pelo Brasil!",14407,2492,214,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=y7HczRhZjMk,2026-08-12,Lula,PT,Presidente
9dJTy7BsuwM,Vila Euclides: o reencontro com a história,2026-08-07T16:04:16Z,"Tem lugares que marcam a história de um país. Dia 16 estaremos onde tudo começou. Um reencontro com nossas origens, para renovar nosso compromisso com o futuro da nação. Participe desse momento histórico!

É dia 16, no estádio da Vila Euclides, às 9h. 🇧🇷",12127,2511,202,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=9dJTy7BsuwM,2026-08-12,Lula,PT,Presidente
LIo4i6v4HrQ,Nunca antes na história tanta gente voltou a sorrir com o Brasil Sorridente,2026-08-07T15:59:49Z,"O Programa Brasil Sorridente está devolvendo a milhões de brasileiros o direito de sorrir. O programa cuida, trata e fabrica próteses dentárias personalizadas para quem precisa. Tudo isso de graça através do SUS. 

É um sonho meu garantir o direito de sorrir para todos os brasileiros e seguiremos trabalhando por isso.",3846,591,33,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=LIo4i6v4HrQ,2026-08-12,Lula,PT,Presidente
muA6Xf4o7Xg,Presidente Lula reforça a proteção de crianças e adolescentes,2026-08-06T19:15:25Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",9049,1210,119,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=muA6Xf4o7Xg,2026-08-12,Lula,PT,Presidente
Mw27utUg11k,Mais proteção para caminhoneiros,2026-08-06T17:56:12Z,"Quem move o Brasil merece respeito. 🚛🇧🇷

Agora é lei: mais proteção para caminhoneiros e caminhoneiras, com piso mínimo do frete garantido, fiscalização mais rigorosa contra quem paga abaixo do valor devido, pagamento em até 30 dias e mais segurança para a categoria.

Uma conquista construída com diálogo para valorizar quem faz o Brasil seguir em frente.",49621,6166,408,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=Mw27utUg11k,2026-08-12,Lula,PT,Presidente
A_s_DEPl3Lo,Presidente Lula sanciona PL que fortalece hospitais filantrópicos e o SUS,2026-08-06T15:51:12Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",13544,2201,173,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=A_s_DEPl3Lo,2026-08-12,Lula,PT,Presidente
pf0obTrDP4U,Nunca antes na história se investiu tanto na educação brasileira,2026-08-06T14:57:52Z,"Com o Pé-de-Meia, o abandono escolar caiu mais da metade entre os nossos estudantes. Também fizemos milhares de creches, ampliamos o ensino integral e construímos 111 Institutos Federais. 

Hoje, saiu uma notícia muito importante mostrando que o Índice de Desenvolvimento da Educação Básica (Ideb) avançou em todas as etapas da educação básica. Nunca antes na história desse país se trabalhou tanto pela educação no Brasil.",4718,678,41,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=pf0obTrDP4U,2026-08-12,Lula,PT,Presidente
cbJxiP_5tyU,O Brasil pode avançar ainda mais!,2026-08-05T22:43:17Z,"Tenho orgulho do que a gente construiu até aqui. Mas eu sei que o Brasil ainda pode ir muito mais longe.

O básico a gente já começou a garantir. Agora é hora de dar um salto de qualidade e fazer ainda mais pelo povo brasileiro.",12795,2076,228,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=cbJxiP_5tyU,2026-08-12,Lula,PT,Presidente
-cy97E-Z9Ig,Presidente Lula sanciona lei que estabelece novas regras para o frete rodoviário,2026-08-05T20:48:58Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",29546,3487,195,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=-cy97E-Z9Ig,2026-08-12,Lula,PT,Presidente
yDwnRO-OH8U,O Brasil é dos brasileiros 🇧🇷,2026-08-05T16:55:21Z,"Quem manda no nosso país é o povo brasileiro! 🇧🇷

O Brasil merece respeito. Somos uma democracia soberana e ninguém de fora vai decidir o nosso futuro. O destino do Brasil é decidido nas urnas, pela vontade do povo brasileiro.",9606,1615,148,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=yDwnRO-OH8U,2026-08-12,Lula,PT,Presidente
bNYOLr4giTg,O básico já foi garantido. É hora de avançar.,2026-08-05T13:03:29Z,"Quem conhece a história sabe como construir o futuro.

O básico já foi garantido. Agora é hora de dar um salto de qualidade e fazer ainda mais pelo Brasil.

Um governo que entregou mais do que prometeu vai seguir transformando a vida do povo. 🇧🇷⭐",6292,1083,80,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=bNYOLr4giTg,2026-08-12,Lula,PT,Presidente
O06ajsL6Ryc,Nunca antes na história a saúde pública avançou tanto,2026-08-05T11:08:47Z,"Saúde de qualidade é um direito de todos. Com o Agora Tem Especialista, o Governo Lula cuidou de quem mais precisa, realizando mais cirurgias e procedimentos médicos. Ainda tem muito pra evoluir, mas o Brasil sabe que melhorou e quem pode fazer mais. 🏥🩺",3869,613,39,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=O06ajsL6Ryc,2026-08-12,Lula,PT,Presidente
QU78lLr-pdU,Presidente Lula sanciona lei que regulamenta recursos especiais no STJ,2026-08-04T22:21:55Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",13537,1831,79,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=QU78lLr-pdU,2026-08-12,Lula,PT,Presidente
hZtJmNd90YY,"Quando o povo avança, o Brasil inteiro cresce! 🇧🇷⭐️",2026-08-03T22:26:13Z,,11086,1945,136,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=hZtJmNd90YY,2026-08-12,Lula,PT,Presidente
b_K562JuWIg,É hora de dar um salto de qualidade,2026-08-03T20:29:56Z,"Agora que nós estamos com o básico garantido, é hora de dar um salto de qualidade. 

É hora de fazer o que a gente ainda não fez, avançar mais e construir um Brasil ainda melhor para o nosso povo. 🇧🇷",14420,2258,188,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=b_K562JuWIg,2026-08-12,Lula,PT,Presidente
xOQyUJ9B6dg,União pelo povo brasileiro,2026-08-02T20:29:25Z,"O Brasil voltou a crescer, gerar empregos, criar oportunidades e melhorar a vida do povo. É esse projeto que vamos defender: um Brasil que entrega resultados, fortalece a democracia, protege a soberania nacional e coloca as pessoas em primeiro lugar. 🇧🇷",105645,8508,804,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=xOQyUJ9B6dg,2026-08-12,Lula,PT,Presidente
jy-Aw89meU0,O Presidente de todas as Mulheres,2026-08-02T17:24:16Z,"Cuidar das mulheres é proteger vidas. Que toda mulher possa viver sem medo, com saúde, proteção e oportunidades.",19296,2560,228,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=jy-Aw89meU0,2026-08-12,Lula,PT,Presidente
hQiR0PrBwRw,Convenção Lula 2026 - Partido dos Trabalhadores,2026-08-02T16:55:14Z,"Acompanhe a transmissão ao vivo da Convenção irá oficializar Lula como candidato a presidência do Brasil. 

Deixe o seu like e compartilhe o link em todos os seus grupos.",258072,30155,1185,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=hQiR0PrBwRw,2026-08-12,Lula,PT,Presidente
LyD1oTRnNcQ,Chegou a hora de voltar onde tudo começou,2026-08-02T12:32:57Z,"Dia 16 de agosto, às 9h, temos um encontro marcado com o povo brasileiro.

Ali, onde tudo começou. No estádio da Vila Euclides, em São Bernardo do Campo. Faça parte dessa história! 🇧🇷",8969,1567,130,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=LyD1oTRnNcQ,2026-08-12,Lula,PT,Presidente
qheznfw3Sjo,O Brasil dos Nossos Sonhos,2026-08-02T00:04:37Z,O Brasil é a minha causa. O povo brasileiro é a minha causa.,16596,2564,188,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=qheznfw3Sjo,2026-08-12,Lula,PT,Presidente
CHxxazhCDPA,Ceará 360º: A Voz do Povo em Movimento!,2026-08-01T20:42:20Z,A energia do povo cearense é uma inspiração para todo o Brasil! Calor humano que nos impulsiona para conquistas cada vez maiores.,17580,2396,308,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=CHxxazhCDPA,2026-08-12,Lula,PT,Presidente
yIkjX8cXtfw,Dizem que eu tenho sorte!,2026-08-01T17:22:10Z,"Quando a gente trabalha com seriedade, acredita no povo e governa para quem mais precisa, o Brasil cresce.

Essa é a sorte que quero para o Brasil: um país mais justo, com oportunidades e economia forte! 🍀",16977,2040,120,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=yIkjX8cXtfw,2026-08-12,Lula,PT,Presidente
2uzayrz1neM,Presidente Lula participa da convenção estadual do PT Bahia,2026-08-01T16:57:43Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",40954,3818,365,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=2uzayrz1neM,2026-08-12,Lula,PT,Presidente
SmsSngu9KyQ,O rap do Silva já ganhou as ruas e os corações dos brasileiros!,2026-08-01T15:18:50Z,,102432,8703,635,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=SmsSngu9KyQ,2026-08-12,Lula,PT,Presidente
r3Bo83o7I9o,Presidente Lula participa da convenção partidária estadual do Ceará,2026-08-01T00:43:12Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",58344,4000,243,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=r3Bo83o7I9o,2026-08-12,Lula,PT,Presidente
Sh1oupYy7hk,Presidente Lula visita o Hospital Universitário do Ceará,2026-07-31T22:02:15Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",35688,4049,251,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=Sh1oupYy7hk,2026-08-12,Lula,PT,Presidente
4oS1yBLs0po,Todo mundo tem que ter a mesma chance de estudar 📚,2026-07-31T21:05:16Z,"O papel do Estado é garantir oportunidades iguais para todas e todos, acesso ao ensino e à pesquisa.

Foi por isso que nós criamos a política de cotas, o PROUNI e o FIES. Para transformar a vida das pessoas através da educação. 📚🇧🇷🔬",60764,6741,523,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=4oS1yBLs0po,2026-08-12,Lula,PT,Presidente
O7xciyqNoMM,Vem fazer o L na convenção do Lula,2026-07-31T16:43:24Z,"Vem fazer o L, vem fazer história!

Assista nossa Convenção neste domingo, 2 de Agosto, a partir das 9h.

Transmissão ao vivo: https://lula.com.br/convencao",9023,1526,176,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=O7xciyqNoMM,2026-08-12,Lula,PT,Presidente
tOKNO_o4p3Q,A história da Caravana da Cidadania,2026-07-31T11:41:09Z,"Antes de governar o Brasil, eu quis conhecer o Brasil de verdade. 🇧🇷

Foram 92 mil quilômetros percorridos na Caravana da Cidadania, ouvindo as pessoas, aprendendo com cada comunidade e entendendo a realidade do nosso povo.

Foi assim que conheci o Brasil por dentro. 🤝",22669,3327,256,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=tOKNO_o4p3Q,2026-08-12,Lula,PT,Presidente
HZCerrCA_j8,Nova lei destina recursos das bets para combater o crime organizado,2026-07-30T20:10:07Z,,18914,2476,85,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=HZCerrCA_j8,2026-08-12,Lula,PT,Presidente
DSUs-8P1yeA,Presidente Lula sanciona lei que fortalece a Polícia Federal,2026-07-30T15:53:10Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",27429,3211,254,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=DSUs-8P1yeA,2026-08-12,Lula,PT,Presidente
A3ssF-tQ7tk,Convenção do PSB fortalece aliança com PT e aprova Geraldo Alckmin como candidato a vice-presidente,2026-07-30T14:27:45Z,"Participamos da Convenção Nacional do PSB, um momento de grande importância para a democracia brasileira.

Durante a convenção, foi aprovado o nome de Geraldo Alckmin para compor novamente a chapa como candidato à Vice-Presidência da República, reafirmando o compromisso com o diálogo, a união e o desenvolvimento do nosso país.

Seguimos trabalhando por um Brasil cada vez mais forte, democrático e comprometido com o futuro do povo brasileiro.",71504,5945,453,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=A3ssF-tQ7tk,2026-08-12,Lula,PT,Presidente
_myEeKfcEAY,Mais proteção para as mulheres: novas medidas fortalecem o combate à violência,2026-07-30T01:49:46Z,"Combater a violência contra as mulheres é transformar compromisso em ação. ✊🏽💜

Com novas medidas de proteção, mais mulheres estão denunciando seus agressores e encontrando acolhimento, segurança e acesso aos seus direitos.

Seguimos trabalhando para que nenhuma mulher viva com medo e para que a proteção seja cada vez mais rápida, eficiente e presente em todo o Brasil.",14174,2447,92,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=_myEeKfcEAY,2026-08-12,Lula,PT,Presidente
Gzr9SpDX8Hc,Proteção às mulheres avança com novas medidas sancionadas por Lula,2026-07-29T23:49:12Z,"Hoje sancionei novas medidas para fortalecer a proteção das mulheres e enfrentar a violência em todo o Brasil. ✊🏽💜

Ampliamos a divulgação do Ligue 180, regulamentamos a monitoração eletrônica de agressores, criamos o Sistema Nacional de Informações Mulher Segura e garantimos a transferência automática da pensão alimentícia por decisão judicial.

Estamos fortalecendo a atuação do Estado para prevenir a violência, proteger as mulheres e garantir que seus direitos sejam respeitados. Porque nenhuma mulher deve viver com medo. ❤️🇧🇷",18727,3221,187,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=Gzr9SpDX8Hc,2026-08-12,Lula,PT,Presidente
difArrBBTAw,Brasil fortalece prevenção e resposta ao El Niño,2026-07-29T20:47:17Z,"O Brasil está se preparando para conter os impactos do El Niño, em diálogo com os governos estaduais e municipais. 

Ontem tiver grandes secas ou fortes chuvas, estaremos trabalhando juntos de quem mais precisa para remediar danos nas cidades.",29565,4379,203,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=difArrBBTAw,2026-08-12,Lula,PT,Presidente
1MM70mM3p0g,Presidente Lula sanciona leis de proteção às mulheres e reforça o combate à violência,2026-07-29T19:26:20Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",28932,2207,161,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=1MM70mM3p0g,2026-08-12,Lula,PT,Presidente
6CbSCBdfjgY,Presidente Lula faz reunião ministerial sobre El Niño,2026-07-29T15:20:34Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",30814,3711,233,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=6CbSCBdfjgY,2026-08-12,Lula,PT,Presidente
4LNpXBKwork,"Tivemos o prazer de receber o diretor-geral da Organização Mundial da Saúde (OMS), Tedros Adhonom",2026-07-29T13:37:51Z,"Tivemos o prazer de receber o diretor-geral da Organização Mundial da Saúde (OMS), Tedros Adhonom, para uma visita ao Hospital Federal do Andaraí, no Rio de Janeiro.

Mostramos para ele a revolução que estamos fazendo no SUS, modernizando e ampliando o atendimento, para que todo brasileiro, independentemente de classe social, possa ter acesso à saúde do mais alto nível.

Com alegria, recebemos do dr. Tedros o reconhecimento de que o Brasil tem vontade política para dar dignidade a todos os seus cidadãos. É isso que continuaremos fazendo, sempre. Obrigado, OMS, por se colocar como uma parceira nessa missão!",19172,3107,142,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=4LNpXBKwork,2026-08-12,Lula,PT,Presidente
ApVCXYhjCB8,O SUS impressiona a OMS: Tedros conhece de perto a saúde pública do Brasil,2026-07-29T01:42:58Z,"O SUS é uma das maiores conquistas do povo brasileiro.

Com mais de 100 milhões de habitantes, nenhum outro país tem um sistema público de saúde como o nosso. Um sistema que acolhe, cuida e garante atendimento a todas as pessoas, sem distinção, inclusive a quem vem de outros países.

Foi isso que o diretor-geral da OMS, Tedros Adhanom Ghebreyesus, veio conhecer de perto: um SUS que salva vidas e mostra ao mundo que é possível cuidar de quem mais precisa. É por isso que seguimos fortalecendo o SUS. 🇧🇷❤️",62078,5485,389,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=ApVCXYhjCB8,2026-08-12,Lula,PT,Presidente
L6Be6wrC78M,O Brasil que cuida da segurança pública.,2026-07-29T01:00:08Z,,6232,1711,62,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=L6Be6wrC78M,2026-08-12,Lula,PT,Presidente
rlRLXhzRvpo,Presidente Lula participa da 78ª Reunião Anual da SBPC,2026-07-29T00:27:30Z,"SIGA O LULA!

http://www.facebook.com/Lula
https://bsky.app/profile/lula.com.br
http://www.instagram.com/LulaOficial
https://t.me/LulanoTelegram

Acesse nosso site: http://www.lula.com.br",36812,3242,145,UCvO2BExvkAbGMsTGnEnI_Ng,Lula,https://www.youtube.com/watch?v=rlRLXhzRvpo,2026-08-12,Lula,PT,Presidente
